201.07490570385517, 0.6898778185484957
203.87857072164178, -27.043309711212657
208.0729722705331, -45.23057787193801
212.49946321661287, -62.45980743355068
217.38980532758185, -77.08166157810723
220.86533225026375, -50.44346843692534
222.71304594642538, -23.78603400465005
225.02016837374612, 14.852311015252951
228.73578995919814, 25.557432378177737
232.25141206751135, -32.405216162634986
233.66189032986938, -64.51434973810291
234.8383578424507, -93.52746795141167
235.780631354864, -119.05791247677513
236.7234546184514, -145.74833197949675
238.36611112667245, -177.0868976592629
239.7742071339427, -204.1694729995118
241.41571832721772, -233.09142414311503
244.91974485053896, -266.58738835089133
248.86800780557033, -256.08889013379695
251.41203633885138, -226.65576202347341
253.49251468212842, -200.4650663380117
255.33954118932243, -172.35766318403836
256.7258762126178, -153.52456233719005
260.8946393658441, -117.61481564475383
264.8363317234011, -93.25235675671416
268.07976940755293, -67.57253698375865
274.1057847967929, -25.131674946717283
277.5080282220541, -7.420857803548131
285.7165795712368, 9.424684309835072
290.8298152415729, 15.16408656747484
295.94604955467673, 14.576352584978792
300.5909194368453, 27.234234542656168
304.2994186904195, 52.96747616779993
308.4737293327663, 77.17202081598487
312.41660472629155, 99.03827381118992
314.6537988042663, 121.66988039550591
316.57797372622616, 150.54968394909451
318.42225147754965, 184.456961989859
320.26790360680843, 215.46430258722785
323.5859726307075, 247.22755104898891
325.97357862991703, 246.8900038280894
328.63731548135905, 220.00524728532213
330.5123792984324, 188.95392659402495
332.61941062341856, 159.1178308730834
335.1899371632914, 132.64016507473968
338.98129613549577, 106.20606705694365
344.2776739128774, 93.51562344828488
348.730387117341, 91.05266679204499
354.05617578924546, 68.87666431171488
358.1942063247528, 46.96556772452516
363.8452839761442, 21.858389955405073
368.9681985989697, 7.175202460161813
372.4583938825243, 2.8631541600123
