#Th spectrum (convoluted)
200.0 5.9152135091923705 -0.00985853521419221
200.3003003003003 5.869179255343791 -0.010114330777623977
200.60060060060061 5.816341387909563 -0.010289788146701208
200.9009009009009 5.760768719540983 -0.010391572108822708
201.2012012012012 5.705799837798077 -0.010423346722700991
201.5015015015015 5.653759267969902 -0.010385875990097519
201.80180180180182 5.605844683448022 -0.010277924439301393
202.1021021021021 5.562155473599134 -0.010097652472284295
202.4024024024024 5.521824127977641 -0.009844183410591794
202.7027027027027 5.483212343440401 -0.009519032453337782
203.00300300300302 5.444139686169072 -0.009127112407477102
203.3033033033033 5.40212279052345 -0.008677091751174315
203.6036036036036 5.354615111738303 -0.008181007274838736
203.9039039039039 5.299245584209895 -0.007653215868537844
204.20420420420422 5.234052995486615 -0.007108948087841956
204.5045045045045 5.157700453167743 -0.006562825032926076
204.8048048048048 5.069638430848848 -0.006027677715021159
205.1051051051051 4.970178016540541 -0.005513879316239946
205.40540540540542 4.860447183555946 -0.005029225357866751
205.7057057057057 4.742230640165265 -0.0045792451345404205
206.006006006006 4.617726199846892 -0.004167747164583895
206.3063063063063 4.489272787095261 -0.0037974002457629103
206.60660660660662 4.3591081330521195 -0.0034702056808275142
206.9069069069069 4.229198744603905 -0.0031877884987051067
207.2072072072072 4.101159169519921 -0.002951496643253366
207.5075075075075 3.9762522418688833 -0.0027623348501686603
207.80780780780782 3.8554446050071096 -0.0026207775230200204
208.1081081081081 3.7394856271336816 -0.002526513276790054
208.4084084084084 3.628981889028239 -0.002478182663789634
208.7087087087087 3.5244499092086614 -0.0024731817839138185
209.00900900900902 3.4263417935316256 -0.0025076101352761782
209.3093093093093 3.3350479638069266 -0.0025764283566699696
209.6096096096096 3.2508860088300255 -0.0026738525108155413
209.9099099099099 3.174085223185559 -0.002793951922956218
210.21021021021022 3.1047741787830674 -0.002931357058445991
210.5105105105105 3.0429755975420583 -0.003081946736236263
210.8108108108108 2.988610182685079 -0.003243385362092041
211.11111111111111 2.9415094112794957 -0.0034154189467941547
211.41141141141142 2.901436418518371 -0.0035998969173610387
211.7117117117117 2.868113541986699 -0.003800544195081427
212.012012012012 2.841254432119581 -0.00402254967630547
212.31231231231232 2.82059775622625 -0.00427205803042089
212.61261261261262 2.8059386469656427 -0.004555653651447659
212.9129129129129 2.7971536031352793 -0.004879912534640863
213.2132132132132 2.794214955101285 -0.005251072768334089
213.51351351351352 2.7971924088388644 -0.005674840446188443
213.81381381381382 2.806241313573249 -0.0061563110138476325
214.1141141141141 2.8215795231146026 -0.006699955233681718
214.4144144144144 2.8434563077166444 -0.007309602943772725
214.71471471471472 2.87211724586711 -0.007988361206787264
215.01501501501502 2.9077683842930013 -0.008738424208901982
215.3153153153153 2.9505416332665693 -0.009560762720176232
215.6156156156156 3.000461982435146 -0.010454711766624205
215.91591591591592 3.0574162103539138 -0.011417499815168392
216.21621621621622 3.1211226055109127 -0.012443779625735295
216.5165165165165 3.191101855434397 -0.01352523215591483
216.8168168168168 3.266650554774343 -0.014650322648045087
217.11711711711712 3.3468204764401377 -0.01580429051654399
217.41741741741743 3.43040846428539 -0.016969445200372614
217.71771771771773 3.5159630079737063 -0.01812581019654498
218.018018018018 3.6018135819423747 -0.019252102444173746
218.31831831831832 3.686127028585845 -0.020326959245113945
218.61861861861863 3.7669913397291266 -0.021330247791984926
218.9189189189189 3.8425215409517666 -0.022244241129341785
219.2192192192192 3.9109763060429574 -0.023054448017073202
219.51951951951952 3.9708694084313927 -0.023749958219475117
219.81981981981983 4.021059134332463 -0.024323297667046093
220.12012012012013 4.060802347538237 -0.02476993813846293
220.4204204204204 4.089767302255773 -0.02508771576272165
220.72072072072072 4.108008156444583 -0.0252764339555978
221.02102102102103 4.115911341553989 -0.025337845952373178
221.3213213213213 4.114127162895626 -0.025276058597066636
221.6216216216216 4.103498802603916 -0.025098230397512748
221.92192192192192 4.084996809631407 -0.024815314565579557
222.22222222222223 4.059662681696793 -0.024442562228968272
222.52252252252254 4.028562287274709 -0.023999558160101478
222.82282282282281 3.992749206415192 -0.023509684493506842
223.12312312312312 3.953238708498648 -0.022999051772799286
223.42342342342343 3.9109935434502674 -0.022495056643984452
223.7237237237237 3.866921933827162 -0.022024792771333762
224.02402402402402 3.8218860736670965 -0.02161354873068206
224.32432432432432 3.7767169487551993 -0.021283584014085283
224.62462462462463 3.732229601377802 -0.02105330134050755
224.92492492492494 3.6892329189749544 -0.02093685112955253
225.22522522522522 3.6485297156411245 -0.020944129986781378
225.52552552552552 3.6109056532608768 -0.021081081834670307
225.82582582582583 3.5771084134731987 -0.021350184158340127
226.12612612612614 3.5478205976197175 -0.021751002443127016
226.42642642642642 3.523630664027951 -0.022280717237402294
226.72672672672672 3.505005894583444 -0.02293456088469916
227.02702702702703 3.492270357422498 -0.02370613511865818
227.32732732732734 3.4855896381555356 -0.0245876094114541
227.62762762762762 3.484963161517839 -0.02556982037574938
227.92792792792793 3.4902243996156015 -0.026642305453572063
228.22822822822823 3.5010491175599476 -0.027793312123436404
228.52852852852854 3.5169718488761297 -0.029009828954997523
228.82882882882882 3.537410775848779 -0.03027768706777736
229.12912912912913 3.561700901476599 -0.031581777724284416
229.42942942942943 3.5891347239365974 -0.03290642059068261
229.72972972972974 3.6190085794426636 -0.034235895107289
230.03003003003002 3.6506715671943235 -0.03555511480416142
230.33033033033033 3.683572794971497 -0.036850386004194956
230.63063063063063 3.7173019352733987 -0.03811015720719975
230.93093093093094 3.7516180847835345 -0.0393256447737435
231.23123123123122 3.7864628668051967 -0.04049122387493119
231.53153153153153 3.8219555706980173 -0.04160450458649562
231.83183183183183 3.8583705788604017 -0.04266606632541934
232.13213213213214 3.896099870352635 -0.04367888635576495
232.43243243243245 3.9356054256297512 -0.044647552791324
232.73273273273273 3.9773674308773934 -0.045577384555176445
233.03303303303304 4.021834111166987 -0.04647358259227041
233.33333333333334 4.06937794208916 -0.04734051009984118
233.63363363363362 4.1202612685316895 -0.04818115436047338
233.93393393393393 4.174612456326627 -0.048996772745497644
234.23423423423424 4.232412028893122 -0.049786684170186495
234.53453453453454 4.29348707700603 -0.05054814456751116
234.83483483483485 4.357511706632547 -0.05127624494287816
235.13513513513513 4.424011413898365 -0.05196379136578069
235.43543543543544 4.492369963866211 -0.05260116097881192
235.73573573573574 4.561838447358919 -0.05317616705285356
236.03603603603602 4.631547475189616 -0.05367399919466265
236.33633633633633 4.7005246464735935 -0.05407732360621624
236.63663663663664 4.767720145990153 -0.054366627348218545
