#Th spectrum (convoluted)
1.0 4.730651275416491e-07 2.3809544414826966e-10
1.5995995995995997 1.2187222558119817e-06 6.060014592052479e-10
2.1991991991991995 2.3194428248549443e-06 1.1392299848374028e-09
2.798798798798799 3.7825221265394658e-06 1.8347875560910248e-09
3.3983983983983985 5.615411603017212e-06 2.689539207222911e-09
3.9979979979979983 7.825722675066081e-06 3.7002038602661283e-09
4.597597597597598 1.0421230678631152e-05 4.8633495613401904e-09
5.197197197197197 1.3409878913057575e-05 6.175388559235524e-09
5.796796796796797 1.6799782804637443e-05 7.632572220586058e-09
6.396396396396397 2.059923418922568e-05 9.230985775715488e-09
6.9959959959959965 2.4816705717817854e-05 1.096654288900832e-08
7.595595595595596 2.946085538912683e-05 1.2834980047407869e-08
8.195195195195195 3.454053121334541e-05 1.4831850760385729e-08
8.794794794794795 4.0064776011437605e-05 1.6952519564459194e-08
9.394394394394395 4.6042832354463956e-05 1.9192155825049697e-08
9.993993993993994 5.248414764761641e-05 2.15457273281809e-08
10.593593593593594 5.9398379363813166e-05 2.4007993654211234e-08
11.193193193193194 6.67954004318902e-05 2.6573499325468214e-08
11.792792792792794 7.468530478461532e-05 2.923656671932097e-08
12.392392392392393 8.307841307195324e-05 3.199128873787392e-08
12.991991991991993 9.198527854521656e-05 3.483152122509775e-08
13.591591591591593 0.00010141669311795582 3.77508751218248e-08
14.191191191191193 0.00011138369360966996 4.0742708348645566e-08
14.790790790790792 0.00012189756817865217 4.380011740630457e-08
15.39039039039039 0.000132969862950537 4.6915928682770486e-08
15.98998998998999 0.00014461238884936941 5.008268945568005e-08
16.58958958958959 0.00015683722863828677 5.32926585783846e-08
17.18918918918919 0.00016965674417718818 5.653779683730902e-08
17.78878878878879 0.00018308358390505225 5.980975696781568e-08
18.38838838838839 0.00019713069055488243 6.309987331520041e-08
18.98798798798799 0.00021181130910956694 6.639915112687207e-08
19.58758758758759 0.00022713899500728508 6.969825546115332e-08
20.187187187187188 0.00024312762260543617 7.298749969750424e-08
20.786786786786788 0.0002597913939124357 7.625683363229625e-08
21.386386386386388 0.0002771448475971057 7.949583114355907e-08
21.985985985985987 0.0002952028682857845 8.269367740739767e-08
22.585585585585587 0.00031398069615770375 8.583915564797662e-08
23.185185185185187 0.00033349393684961495 8.892063340219296e-08
23.784784784784787 0.0003537585716811089 9.192604827925996e-08
24.384384384384386 0.0003747909682125454 9.484289319457862e-08
24.983983983983986 0.0003966078911480282 9.765820105628334e-08
25.583583583583586 0.0004192265135963639 1.0035852888190189e-07
26.183183183183186 0.00044266442870351415 1.0292994132150732e-07
