#Th spectrum (convoluted)
1.0 4.7388550466473966e-07 1.9081286291757304e-12
1.5995995995995997 1.22148603195593e-06 1.8379612240633346e-13
2.1991991991991995 2.325954129705601e-06 -8.677751625372567e-12
2.798798798798799 3.795204124360948e-06 -2.89090883617484e-11
3.3983983983983985 5.637336519615691e-06 -6.487865596518632e-11
3.9979979979979983 7.86064310191894e-06 -1.2109453044401862e-10
4.597597597597598 1.047361221010043e-05 -2.022082942319696e-10
5.197197197197197 1.3484934175235225e-05 -3.1301901792393796e-10
5.796796796796797 1.69035069371332e-05 -4.584773546915524e-10
6.396396396396397 2.0738441844113008e-05 -6.436897507161822e-10
6.9959959959959965 2.499906964300822e-05 -8.739227750772908e-10
7.595595595595596 2.9694946666655518e-05 -1.154607572638776e-09
8.195195195195195 3.483586122643146e-05 -1.4913444435816497e-09
8.794794794794795 4.04318402177376e-05 -1.8899075533411572e-09
9.394394394394395 4.6493155946682254e-05 -2.3562497768196806e-09
9.993993993993994 5.303033318657459e-05 -2.8965076808600784e-09
10.593593593593594 6.0054156473231126e-05 -3.5170066490851893e-09
11.193193193193194 6.757567764850094e-05 -4.224266153328733e-09
11.792792792792794 7.560622366183929e-05 -5.02500517600748e-09
12.392392392392393 8.415740464020836e-05 -5.926147787913571e-09
12.991991991991993 9.324112223705297e-05 -6.934828886033653e-09
13.591591591591593 0.00010286957827159465 -8.058400096137902e-09
14.191191191191193 0.00011305528367020752 -9.304435845015856e-09
14.790790790790792 0.00012381106772218632 -1.0680739607377822e-08
15.39039039039039 0.0001351500876627977 -1.2195350332580198e-08
15.98998998998999 0.00014708583859710672 -1.385654905648083e-08
16.58958958958959 0.0001596321637787173 -1.567286570387473e-08
17.18918918918919 0.00017280326525823646 -1.7653086087115e-08
17.78878878878879 0.00018661371491698298 -1.9806259106672777e-08
18.38838838838839 0.00020107846590221228 -2.2141704159545044e-08
18.98798798798799 0.0002162128644809195 -2.466901876158064e-08
19.58758758758759 0.0002320326623301185 -2.7398086389944272e-08
20.187187187187188 0.00024855402928237183 -3.033908455210898e-08
20.786786786786788 0.0002657935665462861 -3.350249308791805e-08
21.386386386386388 0.00028376832042265363 -3.689910271143072e-08
21.985985985985987 0.00030249579653798147 -4.0540023799414616e-08
22.585585585585587 0.00032199397461822474 -4.443669543352069e-08
23.185185185185187 0.00034228132382671593 -4.8600894703334746e-08
23.784784784784787 0.00036337681869150706 -5.3044746277653755e-08
24.384384384384386 0.00038529995564863393 -5.7780732251500156e-08
