        	tddftref           tddftps	     caspt2ref	caspt2ps
#C_{2}H_{4}	8.93     	   10.96	     8.65	11.03
C_{6}H_{6}	5.63	           6.04	             5.09	4.80
C_{10}H_{8}	4.61	           4.85	             4.31	3.88
C_{14}H_{12}	3.87510839652685   4.16937028328309  4.09	3.74

