C_{20}H_{22}         -773.68932322848      -773.64625161973     -8.67432475907     -8.63470066568 
C_{30}H_{32}         -1159.95600489881     -1159.92031411925    -13.00676657912    -12.97412549398 
C_{40}H_{42}         -1546.22272325454     -1546.19032021565    -17.34279031091    -17.31196103945 
C_{50}H_{52}         -1932.48948196533     -1932.45889890993    -21.67682393466    -21.64646549416 
"C_{100}H_{102}"     -3863.82775221022     -3863.79682103683    -43.35357724530    -43.32361253231  
