 Benzene         -231.78749837333       -2.62742870064       -231.62735512094       -2.47249576403
 Naphthalene     -385.14034765862       -4.34065299685       -385.02530969151       -4.22825058628
 Anthracene      -538.48675858212       -6.07678840270       -538.40926084120       -5.99867321715
 Pyrene          -614.59295404802       -6.94322515705       -614.50399550615       -6.85577321912
 Coronene        -920.15346398971      -10.39879577639       -920.04714431526      -10.29122815288
 C_{54}H_{18}   -2065.09951024873      -23.31041758605      -2065.02450001753      -23.23797525269
