C_{20}H_{22} 2.11507576 2.39999789
C_{30}H_{32} 2.19684502 2.8682096
C_{40}H_{42} 2.31096154 3.4909223
C_{50}H_{52} 2.44311128 4.18703501
"C_{100}H_{102} " 3.48251431 7.799725952





