C_2H_4          10.5098102752	11.1117640904
C_4H_6          8.8619065333	9.4291701123
C_6H_8          7.9810789861	8.5019270429
C_8H_{10}       7.4146279149	7.9039944406
C_{10}H_{12}    7.0137608345	7.4806016981
"C_{12}H_{14} "   6.7133463464	7.1627447095

        
      




