Benzene      -7.26 -7.785
Naphthalene   -6.304 -6.837
Anthracene   -5.72 -6.329
Pyrene       -5.823 -6.478
Coronene     -5.957 -6.77
C_{54}H_{18} -5.423 -6.395







