C_2H_4          -7.796	-7.9782
C_4H_6          -6.7412	-6.9667
C_6H_8          -6.1873	-6.4433
C_8H_{10}       -5.8458	-6.1222
C_{10}H_{12}     -5.612	-5.904
"C_{12}H_{14} "   -5.4419  -5.7473

          
          



