Benzene        -7.2601	-7.7848
Naphthalene    -6.3043	-6.8374
Anthracene     -5.7197	-6.3286
Pyrene         -5.8233	-6.4772
Coronene       -5.9569	-6.77
C_{54}H_{18}   -5.4231	-6.3951

  
   
      
     








